C6,C42
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
4071,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
28045,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
1873,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
327,normal.
0,neptune.
0,neptune.
1072,normal.
445,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
12507,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
770,normal.
0,neptune.
0,neptune.
638,normal.
0,neptune.
0,neptune.
738,normal.
3308,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
3083,normal.
0,neptune.
0,neptune.
327,normal.
0,neptune.
2776,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
10009,normal.
0,neptune.
3400,normal.
0,neptune.
3152,normal.
12585,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
656,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
499,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
499,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
169,normal.
0,neptune.
0,neptune.
0,neptune.
6207,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
441,normal.
0,neptune.
0,neptune.
283,normal.
3282,normal.
445,normal.
1812,normal.
0,neptune.
263,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
18943,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
438,normal.
0,neptune.
2801,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
167,normal.
11270,normal.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
0,neptune.
105,normal.
702,normal.
289,normal.
105,normal.
621,normal.
169,normal.
0,normal.
315,normal.
765,normal.
1233,normal.
105,normal.
998,normal.
320,normal.
105,normal.
707,normal.
336,normal.
105,normal.
105,normal.
105,normal.
1719,normal.
4752,normal.
6535,normal.
11916,normal.
5156,normal.
4462,normal.
19914,normal.
3967,normal.
2715,normal.
941,normal.
1096,normal.
3418,normal.
105,normal.
5945,normal.
2876,normal.
179,normal.
11955,normal.
14100,normal.
2311,normal.
105,normal.
105,normal.
18335,normal.
9605,normal.
105,normal.
8947,normal.
868,normal.
105,normal.
3632,normal.
0,normal.
105,normal.
0,normal.
0,normal.
0,normal.
0,normal.
0,normal.
3720,normal.
8258,normal.
10980,normal.
1092,normal.
105,normal.
105,normal.
105,normal.
105,normal.
105,normal.
105,normal.
0,normal.
332,normal.
13309,normal.
332,normal.
0,normal.
4346,normal.
0,normal.
0,normal.
0,normal.
0,normal.
0,normal.
0,normal.
2635,normal.
0,normal.
3883,normal.
3833,normal.
3349,normal.
0,normal.
332,normal.
0,normal.
3680,normal.
1357,normal.
0,normal.
9406,normal.
0,normal.
4712,normal.
0,normal.
0,normal.
0,normal.
0,normal.
2108,normal.
46112,normal.
2146,normal.
0,normal.
0,normal.
0,normal.
0,normal.
0,normal.
0,normal.
612,normal.
481,normal.
0,normal.
0,normal.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
0,smurf.
